"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NPRG062,S,ENG,syllabus,"* Algorithms and their efficiency.

- Algorithm - properties, correctness, efficiency comparison.
- Time and space complexity, asymptotic complexity, Big O notation.
- Worst case, best case and average case analysis. 

* Basic algorithms and techniques.

- Divisibility -  Euclid's algorithm, prime factorization.
- Prime numbers - primality testing, the sieve of Eratosthenes.
- Decomposing numbers into digits, numeral systems conversion.
- Higher-precision arithmetic (""long numbers"").
- Horner's scheme, fast exponentiation.

* Basic data structures.

- Array searching - sequential, binary.
- Abstract data types: stack, queue, priority queue, dictionary.
- Hash tables - principle, resolving collisions.
- Heap. Binary search tree, balancing principle.

* Sorting.

- Internal sorting - direct methods (SelectSort, InsertSort, BubbleSort).
- HeapSort, QuickSort.
- Lower bounds for sorting.
- Sorting in linear time (CountingSort, BucketSort, RadixSort).
- Note about external sorting.

* Recursion.

- Recursion - principle, examples, efficiency.
- Binary tree - representation, searching, applications.
- Representing  arithmetic expressions through binary trees.
- Infix, prefix and postfix notations - evaluation, conversion.
- General trees - representation, traversal, applications.

* State space search.

- Backtracking.
- Depth first search (DFS) and breadth first search (BFS) - principle, applications, implementation.
- Improving performace through pruning and heuristics.
- Game tree, minimax, alpha-beta pruning.

* Basic graph algorithms.

- Representation of graphs.
- DFS, BFS and their applications.

* General methods of algorithms design.

- Speeding by precomputation. 
- Greedy algorithm. 
- Divide and conquer. 
- Memoization.",ALL
NPRG073,A,CZE,anotace,"NAHRAZENO PŘEDMĚTEM NPRG082

Základní kurz programování v jazyce Rust.
",ALL
NPRG073,A,ENG,annotation,"REPLACED BY COURSE NPRG082

Basic course of programming in Rust.
",ALL
NPRG073,S,CZE,sylabus,"1. Introduction - Example program in Rust - Tools and project structure - How simple things are done - Using libraries
2. Basic features - Documentation and best practices - Printing, formatting and debugging - Mutable and imutable variables - Value and reference passing
3. Data structures - Structured data types - Algebraic data types - Pattern matching - Error handling
4. Object life cycle - Object construction - Builder pattern - Moving, borrowing, copying, cloning - Boxed objects - Memory safety
5. Polymorphic programming - Simple templates - Traits and boxes - Practical applications
6. Concurrency - Thread safety - Ownership passing - Mutual exclusion
7. Conclusion - Questions and answers - Code from students - What next?",ALL
NPRG073,S,ENG,syllabus,"1. Introduction - Example program in Rust - Tools and project structure - How simple things are done - Using libraries
2. Basic features - Documentation and best practices - Printing, formatting and debugging - Mutable and imutable variables - Value and reference passing
3. Data structures - Structured data types - Algebraic data types - Pattern matching - Error handling
4. Object life cycle - Object construction - Builder pattern - Moving, borrowing, copying, cloning - Boxed objects - Memory safety
5. Polymorphic programming - Simple templates - Traits and boxes - Practical applications
6. Concurrency - Thread safety - Ownership passing - Mutual exclusion
7. Conclusion - Questions and answers - Code from students - What next?",ALL
NPRG074,A,CZE,anotace,"NAHRAZENO PŘEDMĚTEM NPRG083

Pokročilý kurz programování v jazyce Rust.

",ALL
NPRG074,A,ENG,annotation,"REPLACED BY COURSE NPRG083

Advanced course of programming in Rust.
",ALL
NPRG074,S,CZE,sylabus,"Paralelní programování - Opakování/rozšíření paralelního programování z prvního kurzu.
Knihovny - Tvorba a používání knihoven, specifika knihovního kódu.
Testování - Práce s testy a příklady v Rustu.
Makra - Základní práce s makry v Rustu.
Unsafe - Když bezpečný Rust nestačí.
Best practices - Praktické tipy a triky, jak věci dělat/nedělat v Rustu.
",ALL
NPRG074,S,ENG,syllabus,"Parallel programming - Recapitulation/extension of parallel programming from the basic course. 
Libraries - Creation and use of libraries, specifics of library code. 
Testing - Working with tests and examples 
Macros - Basic work with macros.
Unsafe - When safe Rust is not enough. 
Best practices - Practical tips and tricks on how to do/not do things in Rust.
",ALL
NPRM041,A,CZE,anotace,"Architektura von Neumannova počítače, typické strojové instrukce a mikroprogramování, principy programování v 
assembleru a typy adresování, mechanismy volání podprogramů, multiprogramování, přerušení. Architektura a klasifikace 
počítačů IBM PC. Struktura operačních systémů a jejich porovnání, úloha správy procesoru, paměti, periférií a dat. Virtuální 
počítače. Struktura překladače, překlad řízený syntaxí, optimalizace kódu.
",ALL
NPRM041,C,CZE,cíl předmětu,"Studenti se seznámí se základními pricipy počítačů a se základy operačních systémů.",ALL
NPRM041,C,ENG,aim of subject,"The course gives students a knowledge of basic principles of computers and of fundamentals of operating systems.",ALL
NPRM041,P,CZE,požadavky ke kontrole studia,"Zkouška dle sylabu.",ALL
NPRM041,P,ENG,requirements for assessment of study,"Examination according to the syllabus.",ALL
NPRM041,S,CZE,sylabus,"Architektura von Neumannovských počítačů a mikroprogramování, multitasking, paralelní programování, přerušení. 

Architektura počítačů IBM PC. Struktura operačních systémů - úloha správy procesoru a správy paměti - virtuální paměť. 

Von Neumannovo schéma, mikroprogramování. 

Mechanismy volání podprogramu. 

Multiprogramování, synchronizace, vzájemné zablokování procesu, bankéřův algoritmus. 

Správa přerušení, druhy přerušení.

Překladače, překlad řízený syntaxí",ALL
NPRM041,S,ENG,syllabus,"Von Neumann's architecture of computer, machine instructions and microprogramming, multitasking, interrupts.

Architecture of personal computers. Operating systems architecture, task manager and virtual computer, memory manager and virtual memory.

Principles of translation, syntax-directed translation, code optimization.",ALL
NPRX005,A,CZE,anotace,"Předmět je věnován principům logického a funkcionálního programování, které jsou vyloženy prostřednictvím 
programovacích jazyků Prolog a Haskell. Funkcionální aspekty multiparadigmatických jazyků jsou ilustrovány na 
příkladu jazyka Python.
",ALL
NPRX005,A,ENG,annotation,"An introduction to the principles of logical and functional programming, explained in terms of programming 
languages Prolog and Haskell. The course also provides a basic knowledge of LISP (Scheme).
",ALL
NPRX005,S,CZE,sylabus,"* Logické programování v jazyce Prolog.
Tvar programu a jeho interpretace, unifikace, backtracking.
Deklarativní a procedurální sémantika programu.
Práce se seznamy a s rekurzivními datovými strukturami. 
Standardní predikáty a jejich použití. Aritmetika. Definice operátorů.
Řez a negace. Efektivita programů v Prologu, neúplně definované datové struktury.
Aplikace logického programování v umělé inteligenci.

* Funkcionální programování, základy lambda kalkulu.
Tvar programu v jazyce Haskell. Dvojrozměrná syntax, líné vyhodnocení.
Definice funkce, rekurze, porovnávání se vzorem. Stručné seznamy.
Definice typů a datových struktur, polymorfismus, typové třídy a instance.
Funkce vyšších řádů. Nekonečné datové struktury. Monády, vstup a výstup.

* Funkcionální aspekty multiparadigmatických jazyků,
funkcionální rysy jazyka Python.

",ALL
NPRX005,S,ENG,syllabus,"1. Syntax of Prolog programs and their interpretation, unification, backtracking. Declarative and operational semantics of program.

2. Lists and recursive data structures. Built-in predicates and their uses.

3. Arithmetic in Prolog. Input and output. Definition of operators.

4. Cut and negation.

5. Efficiency of Prolog programs, incomplete data structures.

6. Functional programming, basics of LISP (Scheme).

7. Haskell: basic syntax, 2D layout, lazy evaluation.

8. Function definition, recursion, pattern matching. List comprehensions.

9. User-defined types and data structures, polymorphism, type classes.

10. Higher-order functions. Infinite data structures.

11. Input and output, monads.",ALL
NPRX021,A,CZE,anotace,"Předmět navazuje na NPRG013 a je zaměřen na pokročilá témata vztahující se k jazyku a prostředí Java a na 
technologie 
postavené na platformě Java. Předpokládají se znalosti v rozsahu předmětu NPRG013 Java.
",ALL
NPRX021,A,ENG,annotation,"The course is continuation of the NPRG013 cource. The focus of the course is on discussing advanced topics 
related to 
the Java language and environment, as well as the technologies based on the Java platform. Knowledge of topics 
discussed in NPRG013 Java is required.
",ALL
NPRX021,S,CZE,sylabus,"Uživatelské rozhraní
Reflection API
ClassLoaders
Bytecode
Security
Distribuované technologie: RMI,...
Komponentový model JavaBeans
Aspekty (AspectJ)
Java Enterprise Edition: EJB, Servlets, Java Server Pages,...
Java Micro Edition: Java pro mobilní a Embedded systémy, CLDC,   MIDP, JavaCard
Další technologie založené na platforme Java: Java APIs  for XML, JDBC, JMX,...
Android
",ALL
NPRX021,S,ENG,syllabus,"User interface
Reflection API
Classloaders
Bytecode
Security
Distributed technologies: RMI...
JavaBeans Component Model
Aspekts (AspectJ)
Java Enterprise Edition: EJB, Servlets, Java Server Pages...
Java Micro Edition: Java for Mobile & Embedded systems, CLDC, MIDP, JavaCard
Other technologies based on the Java platform: Java APIs for XML JDBC, JMX,...
Android
",ALL
NRFA079,A,CZE,anotace,"Studium slabé topologie v Banachových prostorech.

",ALL
NRFA079,A,ENG,annotation,"Weak topologies on Banach spaces.
",ALL
